"Vaccine","Geography Type","Geography","FIPS","Season/Survey Year","Month","Dimension Type","Dimension","Estimate (%)","95% CI (%)","Sample Size"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","9","Age",">=65 Years","18.0","16.0 to 20.0","2304"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","10","Age",">=65 Years","48.4","45.9 to 50.9","2304"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","11","Age",">=65 Years","59.6","57.1 to 62.1","2304"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","12","Age",">=65 Years","63.7","61.2 to 66.2","2304"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","1","Age",">=65 Years","66.5","64.1 to 68.9","2304"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","2","Age",">=65 Years","68.8","66.4 to 71.2","2304"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","3","Age",">=65 Years","69.9","67.5 to 72.3","2304"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","4","Age",">=65 Years","71.6","69.1 to 74.1","2304"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","5","Age",">=65 Years","72.8","70.1 to 75.5","2304"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","7","Age",">=6 Months","NR †","NR †","6550"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","8","Age",">=6 Months","2.0","1.6 to 2.4","6550"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","9","Age",">=6 Months","6.7","6.0 to 7.4","6550"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","10","Age",">=6 Months","20.8","19.6 to 22.0","6550"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","11","Age",">=6 Months","27.9","26.6 to 29.2","6550"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","12","Age",">=6 Months","30.8","29.3 to 32.3","6550"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","1","Age",">=6 Months","33.2","31.7 to 34.7","6550"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","2","Age",">=6 Months","34.9","33.3 to 36.5","6550"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","3","Age",">=6 Months","35.9","34.2 to 37.6","6550"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","4","Age",">=6 Months","36.2","34.5 to 37.9","6550"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","5","Age",">=6 Months","36.8","35.0 to 38.6","6550"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","7","Age","6 Months - 17 Years","NR †","NR †","2325"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","8","Age","6 Months - 17 Years","4.4","3.3 to 5.5","2325"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","9","Age","6 Months - 17 Years","9.7","8.1 to 11.3","2325"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","10","Age","6 Months - 17 Years","24.1","21.7 to 26.5","2325"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","11","Age","6 Months - 17 Years","31.4","28.8 to 34.0","2325"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","12","Age","6 Months - 17 Years","34.1","31.4 to 36.8","2325"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","1","Age","6 Months - 17 Years","35.4","32.6 to 38.2","2325"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","2","Age","6 Months - 17 Years","37.0","34.1 to 39.9","2325"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","3","Age","6 Months - 17 Years","37.6","34.7 to 40.5","2325"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","4","Age","6 Months - 17 Years","37.8","34.9 to 40.7","2325"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","5","Age","6 Months - 17 Years","38.4","35.3 to 41.5","2325"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","7","Age","6 Months - 4 Years","NR †","NR †","740"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","8","Age","6 Months - 4 Years","5.6","3.3 to 7.9","740"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","9","Age","6 Months - 4 Years","11.5","8.4 to 14.6","740"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","10","Age","6 Months - 4 Years","24.4","19.9 to 28.9","740"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","11","Age","6 Months - 4 Years","31.1","26.3 to 35.9","740"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","12","Age","6 Months - 4 Years","37.6","32.3 to 42.9","740"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","1","Age","6 Months - 4 Years","41.1","35.6 to 46.6","740"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","2","Age","6 Months - 4 Years","42.7","37.1 to 48.3","740"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","3","Age","6 Months - 4 Years","44.1","38.2 to 50.0","740"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","4","Age","6 Months - 4 Years","44.1","38.2 to 50.0","740"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","5","Age","6 Months - 4 Years","44.1","38.2 to 50.0","740"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","7","Age","5-12 Years","NR †","NR †","1038"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","8","Age","5-12 Years","3.9","2.4 to 5.4","1038"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","9","Age","5-12 Years","10.1","7.7 to 12.5","1038"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","10","Age","5-12 Years","27.0","23.5 to 30.5","1038"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","11","Age","5-12 Years","35.9","32.0 to 39.8","1038"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","12","Age","5-12 Years","37.7","33.7 to 41.7","1038"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","1","Age","5-12 Years","38.7","34.7 to 42.7","1038"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","2","Age","5-12 Years","40.8","36.6 to 45.0","1038"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","3","Age","5-12 Years","40.9","36.7 to 45.1","1038"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","4","Age","5-12 Years","41.2","37.0 to 45.4","1038"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","5","Age","5-12 Years","42.5","37.7 to 47.3","1038"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","7","Age","13-17 Years","NR †","NR †","547"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","8","Age","13-17 Years","4.4","2.4 to 6.4","547"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","9","Age","13-17 Years","7.9","5.3 to 10.5","547"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","10","Age","13-17 Years","19.4","15.2 to 23.6","547"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","11","Age","13-17 Years","24.4","19.9 to 28.9","547"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","12","Age","13-17 Years","25.7","21.0 to 30.4","547"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","1","Age","13-17 Years","25.9","21.2 to 30.6","547"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","2","Age","13-17 Years","26.7","21.8 to 31.6","547"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","3","Age","13-17 Years","27.6","22.6 to 32.6","547"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","4","Age","13-17 Years","27.6","22.6 to 32.6","547"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","5","Age","13-17 Years","27.6","22.6 to 32.6","547"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","7","Age",">=18 Years","NR †","NR †","4225"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","8","Age",">=18 Years","1.2","0.8 to 1.6","4225"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","9","Age",">=18 Years","5.8","5.0 to 6.6","4225"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","10","Age",">=18 Years","19.8","18.4 to 21.2","4225"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","11","Age",">=18 Years","26.8","25.2 to 28.4","4225"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","12","Age",">=18 Years","29.8","28.0 to 31.6","4225"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","1","Age",">=18 Years","32.6","30.8 to 34.4","4225"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","2","Age",">=18 Years","34.2","32.2 to 36.2","4225"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","3","Age",">=18 Years","35.4","33.4 to 37.4","4225"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","4","Age",">=18 Years","35.7","33.7 to 37.7","4225"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","5","Age",">=18 Years","36.3","34.1 to 38.5","4225"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","7","Age","18-64 Years","NR †","NR †","2732"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","8","Age","18-64 Years","1.1","0.7 to 1.5","2732"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","9","Age","18-64 Years","4.3","3.5 to 5.1","2732"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","10","Age","18-64 Years","15.4","13.8 to 17.0","2732"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","11","Age","18-64 Years","21.0","19.2 to 22.8","2732"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","12","Age","18-64 Years","23.5","21.5 to 25.5","2732"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","1","Age","18-64 Years","26.1","23.9 to 28.3","2732"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","2","Age","18-64 Years","27.5","25.3 to 29.7","2732"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","3","Age","18-64 Years","28.4","26.0 to 30.8","2732"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","4","Age","18-64 Years","28.7","26.3 to 31.1","2732"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","5","Age","18-64 Years","28.7","26.3 to 31.1","2732"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","7","Age","18-64 Years at High Risk","NR †","NR †","802"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","8","Age","18-64 Years at High Risk","NR †","NR †","802"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","9","Age","18-64 Years at High Risk","4.4","2.8 to 6.0","802"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","10","Age","18-64 Years at High Risk","19.4","16.3 to 22.5","802"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","11","Age","18-64 Years at High Risk","27.2","23.5 to 30.9","802"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","12","Age","18-64 Years at High Risk","28.8","24.9 to 32.7","802"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","1","Age","18-64 Years at High Risk","32.3","28.0 to 36.6","802"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","2","Age","18-64 Years at High Risk","34.7","30.4 to 39.0","802"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","3","Age","18-64 Years at High Risk","35.5","31.0 to 40.0","802"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","4","Age","18-64 Years at High Risk","36.5","31.8 to 41.2","802"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","5","Age","18-64 Years at High Risk","36.5","31.8 to 41.2","802"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","7","Age","18-64 Years not at High Risk","NR †","NR †","1864"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","8","Age","18-64 Years not at High Risk","1.1","0.5 to 1.7","1864"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","9","Age","18-64 Years not at High Risk","4.4","3.4 to 5.4","1864"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","10","Age","18-64 Years not at High Risk","14.4","12.6 to 16.2","1864"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","11","Age","18-64 Years not at High Risk","19.2","17.0 to 21.4","1864"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","12","Age","18-64 Years not at High Risk","22.1","19.7 to 24.5","1864"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","1","Age","18-64 Years not at High Risk","24.1","21.6 to 26.6","1864"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","2","Age","18-64 Years not at High Risk","25.1","22.6 to 27.6","1864"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","3","Age","18-64 Years not at High Risk","26.0","23.3 to 28.7","1864"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","4","Age","18-64 Years not at High Risk","26.0","23.3 to 28.7","1864"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","5","Age","18-64 Years not at High Risk","26.0","23.3 to 28.7","1864"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","7","Age","18-49 Years","NR †","NR †","1756"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","8","Age","18-49 Years","1.2","0.6 to 1.8","1756"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","9","Age","18-49 Years","3.8","2.8 to 4.8","1756"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","10","Age","18-49 Years","13.2","11.4 to 15.0","1756"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","11","Age","18-49 Years","18.4","16.2 to 20.6","1756"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","12","Age","18-49 Years","21.0","18.6 to 23.4","1756"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","1","Age","18-49 Years","23.2","20.7 to 25.7","1756"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","2","Age","18-49 Years","24.3","21.8 to 26.8","1756"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","3","Age","18-49 Years","25.3","22.6 to 28.0","1756"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","4","Age","18-49 Years","25.6","22.9 to 28.3","1756"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","5","Age","18-49 Years","25.6","22.9 to 28.3","1756"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","7","Age","18-49 Years at High Risk","NR †","NR †","360"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","8","Age","18-49 Years at High Risk","NR †","NR †","360"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","9","Age","18-49 Years at High Risk","NR †","NR †","360"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","10","Age","18-49 Years at High Risk","14.6","10.3 to 18.9","360"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","11","Age","18-49 Years at High Risk","22.4","17.1 to 27.7","360"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","12","Age","18-49 Years at High Risk","22.9","17.4 to 28.4","360"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","1","Age","18-49 Years at High Risk","25.1","19.2 to 31.0","360"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","2","Age","18-49 Years at High Risk","27.3","21.2 to 33.4","360"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","3","Age","18-49 Years at High Risk","28.3","22.0 to 34.6","360"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","4","Age","18-49 Years at High Risk","29.6","22.9 to 36.3","360"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","5","Age","18-49 Years at High Risk","29.6","22.9 to 36.3","360"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","7","Age","18-49 Years not at High Risk","NR †","NR †","1349"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","8","Age","18-49 Years not at High Risk","1.2","0.6 to 1.8","1349"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","9","Age","18-49 Years not at High Risk","4.2","3.0 to 5.4","1349"
"Seasonal Influenza","States/Local Areas","Oklahoma","40","2024-25","10","Age","18-49 Years not at High Risk","13.3","11.3 to 15.3","1349"
